s,p,o
http://www.w3.org/2002/07/owl#TransitiveProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#ObjectProperty
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://edg.topbraid.solutions/model/acronym,DEXCHFRQ
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/DataExchangeFrequency,http://www.w3.org/2000/01/rdf-schema#label,Data Exchange Frequency
_:b41,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b41,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b41,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#hasLicenseType
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://edg.topbraid.solutions/model/acronym,CCML
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/OrdinalScale
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/CMMIcapabilityMaturityLevel,http://www.w3.org/2000/01/rdf-schema#label,CMMI Capability Maturity Level
http://topbraid.org/teamwork#Vocabulary,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/base
http://topbraid.org/teamwork#Vocabulary,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://topbraid.org/teamwork#Vocabulary,http://www.w3.org/2000/01/rdf-schema#label,Vocabulary
http://topbraid.org/teamwork#Vocabulary,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2002/07/owl#Ontology
http://edg.topbraid.solutions/model/EnvironmentType,http://edg.topbraid.solutions/model/acronym,ENVTYPE
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/EnvironmentType,http://www.w3.org/2000/01/rdf-schema#label,Environment type
_:b42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b42,http://www.w3.org/2002/07/owl#maxCardinality,1
_:b42,http://www.w3.org/2002/07/owl#onProperty,http://www.linkedmodel.org/schema/vaem#owner
http://nwcg.gov/enum/wfit#applicationTier,http://www.w3.org/2000/01/rdf-schema#comment,EHarbo: This is a list of the tiers assigned to the applications in the application inventory. The list is being used as an enumeration property for Internal and External Systems in the WF WFIT Application Inventory collection within the Technical Asset Collection.
http://nwcg.gov/enum/wfit#applicationTier,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/CustomEnumeratedValue
http://nwcg.gov/enum/wfit#applicationTier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/CustomEnumerationClass
http://nwcg.gov/enum/wfit#applicationTier,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://nwcg.gov/enum/wfit#applicationTier,http://www.w3.org/2000/01/rdf-schema#label,WFIT Application Tier
_:b12,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,http://qudt.org/schema/qudt/SIGNED
_:b12,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,_:b32
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/AuthorizationMethod,http://edg.topbraid.solutions/model/acronym,ATHRZTNM
http://edg.topbraid.solutions/model/AuthorizationMethod,http://datashapes.org/graphql#name,AuthorizationMethod
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AuthorizationMethod,http://www.w3.org/2000/01/rdf-schema#label,Authorization Method
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-inverseOfMapsToTerm
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#label,Glossary Term
http://edg.topbraid.solutions/model/GlossaryTerm,http://edg.topbraid.solutions/model/acronym,GTERM
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/prov#Entity
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/GlossaryTermRelatable
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/BusinessTerm-scopeNote
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-historyNote
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-termUsedBy
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/GlossaryViewpoint
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/glossary
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/PermissibleValuesAssignable
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-definition
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-steward
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/Asset
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/DatatypeViewpoint
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-keyStakeholder
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-changeNote
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/ComplianceAspect
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/2000/01/rdf-schema#comment,"A 'Glossary Term' is the parent class for terms that are specialized as ""Business Terms', 'Industry Terms' or 'Technical Terms'."
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/AssetClass
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-editorialNote
http://edg.topbraid.solutions/model/GlossaryTerm,http://www.w3.org/ns/shacl#property,http://edg.topbraid.solutions/model/GlossaryTerm-scopeNote
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/2000/01/rdf-schema#comment,The class of object properties.
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2002/07/owl#
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/2000/01/rdf-schema#label,ObjectProperty
http://www.w3.org/2002/07/owl#ObjectProperty,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/1999/02/22-rdf-syntax-ns#
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-label
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Property-range
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Property-subPropertyOf
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/2000/01/rdf-schema#comment,The class of RDF properties.
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-type
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/2000/01/rdf-schema#label,Property
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Property-domain
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Property-subPropertyOf-inverse
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#Resource-comment
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/governance
http://edg.topbraid.solutions/model/AuthenticationMethod,http://edg.topbraid.solutions/model/acronym,ATHNTCTNM
http://edg.topbraid.solutions/model/AuthenticationMethod,http://datashapes.org/graphql#name,AuthenticationMethod
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://edg.topbraid.solutions/1.0/schema/core
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/2000/01/rdf-schema#comment,<em><strong>Please indicate any updates/modifications to the enumerated values in this comments field.</strong></em>
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://edg.topbraid.solutions/model/EDGenumeratedValue
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://edg.topbraid.solutions/model/EDGenumerationClass
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://edg.topbraid.solutions/model/AuthenticationMethod,http://www.w3.org/2000/01/rdf-schema#label,Authentication Method
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://datashapes.org/dash#NonRecursiveConstraintComponent-nonRecursive
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#PatternConstraintComponent-flags
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#PatternConstraintComponent-pattern
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/ns/shacl#Shape
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#MaxInclusiveConstraintComponent-maxInclusive
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#NodeKindConstraintComponent-nodeKind
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-neverMaterialize
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://datashapes.org/dash#RootClassConstraintComponent-rootClass
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-description
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#MaxExclusiveConstraintComponent-maxExclusive
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-detailsEndpoint
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://datashapes.org/dash#StemConstraintComponent-stem
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#NotConstraintComponent-not
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#InConstraintComponent-in
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#MinLengthConstraintComponent-minLength
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/2000/01/rdf-schema#comment,A property shape is a shape that specifies constraints on the values of a focus node for a given property or path.
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-propertyRole
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#ClosedConstraintComponent-closed
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://datashapes.org/dash#ReifiableByConstraintComponent-reifiableBy
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-hidden
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-path
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://www.w3.org/ns/shacl#ClassConstraintComponent-class
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://topbraid.org/tosh#PropertyShape-viewer
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/shacl#NodeShape
http://www.w3.org/ns/shacl#PropertyShape,http://www.w3.org/ns/shacl#property,http://datashapes.org/dash#PrimaryKeyConstraintComponent-uriStart
